Revenue,Zip,DollarPerPet,DollarPerClinic,TotalPets,TotalClinics,PetsPerClinic,Product.Sales,Product.Sales2,Avg.Vet.Cost,PercentCoupon,NumVets5mi,NmVets10mi,Est.Median.Inc,Rnd.Inc.5,Rnd.Pop,Population,Households,Est.Median.Inc2,Rnd.Inc.10,Pop3,Household4,Male,Female,White,PercWhite,Black,PercBlack,American.Indian,Asian,PercAsian,Hawaiian,Other.Race,X2Races,HispOrigin,PercHispanic,X2025Pop,Male5,Female6,White7,Black8,AmInd9,Asian10,HW11,Other12,X2Race13,HispOrigin14,X2025Pop15,target
17846.18,29605,87.05,811.19,205,22,9.32,0.26,4640.01,191.2,0.01,6,29,60529.77,70000,1.00E+05,91332,35254,62272.25,69100,287298.5,110132,44862.79,46469.05,73469.56,0.73,10179.81,0.1,439.83,2753.64,0.03,24.63,1908.86,2294.72,9907.29,0.1,108063.36,136719.67,144017.43,222265.25,35872.49,972.42,9237.16,285.79,5052.5,7051.49,23254.11,324512.47,17846.18
30424.2176,15537,58.84,806.1692,501,42,11.93,0.11,3038.0579,245,0.02,1.29,2,48377.89,50000,10000,7428,3197,48829.94,50000,20675,8568,3678.02,3749.67,6833.9965,0.72,70.16,0.01,16.41,74.81,0.01,3.7283,37.53,23.25,96.14,0.01,6948.24,10362.06,10313.01,20179.53,145.66,23.06,120.39,9.0354,55.01,151.42,251.96,19297.58,30424.2176
11083.85,43616,69.71,923.65,159,12,12.1875,0.158,1773.42,215,0.03,4,15,38979.29,40000,80000,78021,31743,44976.56,50000,303540,124858,37566.8919,38504.76,54596.64,0.68,13783.01,0.18,300.59,604.85,0.01,26.83,3874,4834.94,10110.67,0.13,80565.03,148659.34,154880.69,210496.7,64824.5,934.07,3894.35,76.3,8183.24,15130.88,25818.28,303791.97,11083.85
70408.07,96080,67.7719,1380.55,1201,51,23.55,0.16,11208.2445,165,0.05,1.92,3.86,35569.1,40000,28800,20471.62,8158,40113.19,50000,27963,10806,10391.57,10501.45,18077.78,0.6,245.26,0.01,662.68,492.04,0.02,2.05,507.47,905.74,3761.03,0.1653,20079.58,15295.8956,13868.73,24255.35,308.48,866.07,609.52,2.27,669.4,1252.26,5216.76,30409.324,70408.07
18208.76,49058,72.84,700.34,250,26,9.62,0.18,3277.58,212,0.04,4,6,59884.19,60000,20000,11985,4434.26,61798.37,70000,38452.55,15037,5897.12,6087.54,11445.59,0.57,38.36,0.0151,102.67,208.03,0.01,0.1,39.68,150.24,254.11,0.01,12000.63,19001.88,19078.23,36596.36,166.91,141.01,343.3231,19.3442,260.73,609.32,1127.2,38107.13,18208.76
16443.8,12754,80.21,714.95,205,20.51,8.91,0.22,3617.64,201,0.02,1,2.78,45660.3605,50000,20700,11680,4049,48424.82,50000,34232,12330,5812.4,5867.55,9074.81,0.45,1225.17,0.09,14.21,230.12,0.01,23.5123,872.94,262.7,2473.03,0.12,10706.71,17523.9,16708.24,25929.4,3850.45,62.43,637.79,39.914,2249.34,1502.73,6781.94,30806.28,16443.8
9368.67,5759,72.07,720.67,130,13,10,0.11,1030.55,296,0.02,1,5,63913.77,70000,10000,4311,1809,61645.5471,60000,30801,13470,2170.82,2139.92,5028.9295,0.4532,26.26,0.0222,5.69,47.49,0.0131,8.0476,12.05,41.91,93.91,0.01,3945.12,15322.64,15478.28,29700.68,314.33,49.53,401.92,12.951,60.11,541.2914,464.34,28589.54,9368.67
3084.41,53821,65.63,257.03,47,12,3.92,0.04,123.38,265,0.0658,1.18,2,48397.43,50000,10000,7478,3047,48896.67,50000,12311,5097,4011.39,3466.26,6984.29,0.7,274.21,0.03,39.17,36.15,0.0102,2.7468,11.81,132.02,120.23,0.01,7290.0452,6450.34,5860.34,11683.62,292.4253,52.89,58.9594,4.2216,28.26,249.4251,235.38,12036.48,3084.41
18344.985,22664,58.67,1269.75,303,14,21.64,0.09,1599.88,203,0.02,1.3,2,53148.41,60000,20000,12219,4809,56422.8629,60000,25496,10062,5842.92,6152.8274,11271.22,0.56,421.03,0.02,27.1655,237.45,0.01,5.7506,4.12,284.87,1083.82,0.05,12471.01,12633.98,13009.4936,23921.19,601.8,4.98,294.12,11.3781,121.45,552.94,1663.69,26026.38,18344.985
27665.25,14420,67.31,1064.05,411,26,15.81,0.12,3289.6477,209,0.03,2,8,64258.68,70000,30000,23135,7944,66307.75,70000,82270,30852,11411.94,11722.71,21261.73,0.71,601.22,0.02,14.64,348.91,0.0111,6.96,248.222,511.16,1381.57,0.05,23251.37,40604.73,41665.57,76595.02,2192.97,88.71,1176.3022,21,762.335,1718.65,3960.6,82673.3,27665.25
41908.92,48131,75.11,821.74,558,51,10.94,0.24,10058.14,200.73,0.02,2.45,10,62483.85,70000,10000,9846,3559.91,70645.65,75300,37697,13721,4911.7,4934.45,9621.79,0.96,89.22,0.0243,29.75,32.13,0.0121,6.6859,21.19,52.07,174.04,0.02,9260.21,19516.17,18865.4109,35229.05,1211.4,125.39,184.79,12.1706,246.1955,730.43,1375.96,39255.3994,41908.92
7120.17,54665,60.86,593.35,117,13.43,9.75,0.16,1139.23,265,0.05,1,4,45164.88,50000,10000,7347,3238,50134.59,60000,15043,6193,3600.66,3816.5388,7006.61,0.7,29.55,0.0229,8.25,81.436,0.01,2.66,3.97,187.08,48.34,0.015,7453.48,7468,7575.28,13780.058,43.51,103.4847,129.52,7.13,42.72,339.0081,180.34,14941.1076,7120.17
46654.73,78620,94.44,1727.95,494,27,18.3,0.3,13996.42,236,0.0303,2,5,104840.22,110000,10000,8666.96,2719,109999.23,93600,38204,13266,3878.53,4655.0024,7401.36,0.74,21.41,0.0328,6.11,45.34,0.0128,10.4366,130.18,116.26,1299.44,0.13,12795.61,18965.67,19238.44,35727.0022,439.68,65.71,727.81,13.63,562.57,824.61,5813.09,53561.37,46654.73
105497.9365,95965,63.36,1953.43,1354.95,53,30.83,0.19,19671.01,178,0.02,2.53,1,40497.87,50000,30000,29961,10489,41920.36,50000,49190,17468,15106.7198,15222.37,21186.7,0.71,747.4,0.02,716,3366.75,0.11,105.67,1945.6856,3043.79,4175.81,0.14,32962.02,24707.48,24482.2,36145.39,1119.46,1131.87,4517.54,115.44,1541.89,4618.08,7372.99,53058.66,105497.9365
73090.77,77708,82.4,1433.15,903.9,51,17.39,0.23,16810.88,213,0.01,8,15,58281.35,60000,70000,68733,27829,51383.53,60000,145449,56297,33824.74,34908.69,37122.23,0.53,27460.09,0.39,113.99,2055.99,0.03,9.05,1872.4485,1147.02,8169.46,0.12,74049.672,70891.08,74558.19,80116.65,56640.64,480.757,3788.91,40,2326.62,2210.48,20347.75,147741.8,73090.77
14630.4,15904,51.33,562.71,285,26,10.96,0.09,1316.74,246,0.05,3,5,42785.38,50000,50000,44312,19882,46499.65,50000,91591,40355,21212.89,23098.81,40031.88,0.8,2149.59,0.04,46.87,311.79,0.01,10.7,217.7908,1544.26,1015.93,0.02,40726.11,44299.51,47291.91,84339.59,3639.1433,49.4,675.1274,16.35,388.65,2630.31,1611.15,83806.23,14630.4
3848.52,73533,61.09,296.04,63,12.82,4.85,0.19,731.22,223,0.1,1.32,2,47039.89,50000,30000,22634,8822,48805.89,50000,32226,12503,10844.91,11788.95,18127.05,0.6,629.01,0.02,1200.14,177.88,0.01,10.83,1271.12,1217.83,2352.87,0.08,22928.12,15533.87,16692.18,26243.16,753.07,1664.42,237.46,27.45,1310.9197,1686.06,2920.75,32631.83,3848.52
32486.82,12866,67.96,833,478,33.87,12.26,0.13,4223.29,212.16,0.0281,12,24,82512.9974,90000,50000,42573,18128,80163.74,90000,102399.2,41465,20883.27,21689.39,39528.34,0.79,846.92,0.02,46.02,1373.73,0.03,10.3396,171.43,606.21,1302.35,0.03,44505.46,51520.2758,50390.67,93986.6,1701.61,162.37,2309.9,3.82,292.52,1554.7,3072.25,105200.23,32486.82
34277.33,23112,72.47,1318.36,473,26,17.2665,0.16,5484.37,208,0.02,6,19.63,98621.03,1.00E+05,80000,72828,27945.61,90877.28,1.00E+05,213613.81,78099,35675.99,37152.44,57027.6025,0.71,10384.59,0.13,132.24,2791.83,0.03,15.23,548.81,2336.23,3380.29,0.04,77848.98,102944.73,111337.89,155192.23,40040.12,609.97,9799.2667,105.91,3637.9,6829.89,14517.6,227522.2477,34277.33
14356.31,1201,65.55,1196.36,219,12,18.25,0.12,1722.76,211,0.01,3,5,53059.78,60000,50000,46711,21007,58680.72,60000,68432,30588,22178.15,24532.61,41034.98,0.82,2144.97,0.04,147.7697,901.91,0.02,25.68,1041.46,1395.52,2869.0828,0.06,44285.44,32817.94,35614.3,61735.82,2414.89,235.766,1128.29,27,1191.5,1698.92,3468.55,69171.2926,14356.31
21968.25,28160,70.41,499.28,312,44,7.09,0.21,4613.33,185,0.01,5,8,36736.16,40000,30000,24055,9899,39774.88,40000,51254,20396,10991.76,13062.95,19070.73,0.64,3789.7,0.13,97.82,186.62,0.0111,9,419.74,481.1,1402.6004,0.04,23647.76,24427.68,26825.99,43274.48,5734.23,258.77,249.32,9,773.76,954.11,2899.9103,49715.37,21968.25
59535.68,78934,72.34,1144.92,823,52,15.83,0.21,12502.49,165,0.04,2,5,54035.35,60000,1.00E+05,93305,32180,54952.37,61100,136021,46096,46182.84,47122.19,64572.74,0.65,2113.53,0.02,1077.77,14027.75,0.14,639.16,4116.14,6757.94,28647.77,0.29,94667.09,67824.18,68197.15,94445.66,3607.63,1650.44,18010.37,1151.8382,7315.82,10187.44,42743.29,136933.17,59535.68
15135.77,49331,77.22,1114.9914,196,13,15.08,0.19,2882.476,218,0.03,1,10,80710.9,91100,20000,16581,6033,91146.16,1.00E+05,70921,25743,8230.98,8350.4,15900.11,0.8,163.13,0.01,20.87,100.28,0.01,5.88,114.8,339.5611,484.87,0.02,17898.33,35250.63,35670.13,65926.9,1135.55,181.86,2049.15,23.93,250.79,1352.58,2013.35,75850.86,15135.77
36627.8,29803,76.79,1408.76,477,28.1,18.35,0.2217,9156.95,194,0.02,4,13,59131.76,60000,50000,43144,18141,52310.48,60000,90909,36745,20751.31,22393.05,31096.85,0.62,9753.73,0.2,142.77,835.55,0.02,21.2805,247.36,1004.4,1115.55,0.02,44941.12,43882.21,47026.36,62646.93,24235.04,311.38,1274.07,68.11,691.47,1681.57,3782.23,94854.05,36627.8
85297.7781,21921,66.93,1547.11,1202,52,23.12,0.15,12067.48,201,0.03,5,18,74216.87,80000,80300,74528,26914,73744.1,80000,274463,97764,36489.819,38948.9167,53107.11,0.66,12351.2,0.15,150.3,5216.23,0.07,9.57,1119.34,2574.05,5426.71,0.07,78988.45,133596.95,140866.36,187500.25,55527.18,541.08,16711.58,104.32,6091.86,7987.05,23525.6638,288716.66,85297.7781
17159.8852,31707,80.06,1140.86,228,16,14.25,0.2,3650.75,222,0.03,3,5,48835.5001,60000,70000,61627,24269,46185.9,50000,102789,38695,28414.03,31434.6452,25290.99,0.36,33333.77,0.48,130.24,1190.91,0.02,11.24,439.08,1231.12,1767.9,0.03,55765.62,47820.79,54968.71,36210.35,62117.22,197.75,1695.153,44.17,926.83,1867.33,3249.1897,96637.49,17159.8852
34771.49,12804,64.8776,827.89,518,42,12.33,0.12,4172.58,201,0.0291,6,10,61724.05,66900,60000,55956,23573,61516.81,70000,85688,35612,27223.28,28732.53,53208.32,0.89,1564.3557,0.01,203.35,728.75,0.01,32,139.29,806.71,1451.61,0.02,59183.3715,42285.95,43401.73,81716.52,1453.14,251.16,795.86,39.6926,228.25,1210.76,2126.55,84459.07,34771.49
47984.5,13815,61.4542,1170.35,726,41,17.71,0.13,6237.99,226,0.02,2,4,47136.58,50000,20000,11813,5028,48124.5,50000,22711,9697,5917.4174,6237.07,11093.36,0.55,221.63,0.01,4.31,108.65,0.01,7.23,75.9,302.24,333.57,0.02,11180.93,11191.06,12062.6218,21590.2,282.38,29.45,149.73,8.09,186.34,464.95,571.67,22657.0166,47984.5
3352.22,42066,65.73,257.86,51,13,3.92,0.2,670.44,178,0.01,1.26,1,34787.61,40000,20000,15480.33,6225,41884.29,50000,27157,10605,7366.5,8026.83,13204.54,0.66,1332.02,0.07,9.72,54.56,0.0109,12.11,371.99,408.39,1592.58,0.08,15767.8,13177.3,13980.01,24209.82,1541.86,24.85,104.13,43.95,593.5416,685.5048,2101.68,27122.27,3352.22
78202.12,6082,75.9819,1475.51,1065,53,21.8663,0.19,14858.4,255,0.03,5.33,17,86846.24,90000,90000,80239,28525,67310.48,76500,342112,128730,42681.72,37557.73,65704.02,0.73,5905.94,0.07,303.45,2880.88,0.03,12,2527.41,2905.75,6914.89,0.08,82122.62,169313.15,172798.98,262261.12,38459.68,1159.42,11407.58,63,16628,12133.33,71503.23,349858.71,78202.12
80083.9408,53102.58,84.33,1698.57,987,49,20.14,0.22,18310.62,201,0.03,2,15,98665.91,1.00E+05,40000,34477,11178,84818.71,90000,173761,55616,17522.88,16954.34,28056.57,0.7,2373.36,0.06,104.5,1038.71,0.03,16.5148,2281.63,622.45,5967.41,0.15,35163.82,87455.41,86305.82,132635.68,16421.71,685.53,5417.75,68.95,13665.68,4865.94,32544.02,187637.1865,80083.9408
9957.6,43701,73.5113,765.97,118,13,9.08,0.19,1891.94,190,0.02,4,8,39460.62,40000,40000,35768,15036,43570.55,50000,65672,26826,17127.39,18640.3,31106.41,0.78,1933.15,0.0701,240.0765,153.24,0.0132,19,238.87,2208.06,533.84,0.01,35580.83,31571.16,34100.58,58532.8107,4323.2122,152.35,220.73,19.6,346.49,3012.43,764.24,68094.2349,9957.6
21462.84,49404,69.7482,825.49,323,26,12.42,0.15,3219.43,212,0.0306,2.1,9,64432.61,70000,20000,12468,4453,65389.19,70000,70365,22955,6187.17,6280.38,11895.58,0.59,37.29,0.0229,117.52,81.1,0.0111,0.46,74.37,261.24,383.61,0.02,13507.76,34695.98,35669.4,64624.03,1183.44,324.41,917.51,28.95,1463.72,1823.33,3831.33,74847.66,21462.84
4183.7,38351,78.94,321.82,53,13,4.08,0.2374,1255.11,177,0.032,1,2,44919.43,50000,20000,11408,4223,44080.62,50000,20674,7822,5182.3,6225.99,9576.15,0.48,1386.05,0.07,40.6057,40.83,0.0108,24.53,1.48,379.23,372.6,0.02,11181.7,9824.3,10849.42,18170.2,1880.74,81.4661,51.53,28,87.3077,501.65,512.18,20685.38,4183.7
71748.0929,13126,67.66,1389.68,1027,50,20.54,0.15,10422.57,219,0.02,1,3,49201.42,50000,30000,26357,10715,53059.9,60000,46967.39,17714,13286.14,13070.77,24450.83,0.82,537.92,0.02,41.48,344.36,0.01,9.11,389.14,584.05,1381.6688,0.05,25448.1,22449.3554,23503.78,43947,948.28,83.08,548.33,15,467.4,930.07,1953.1,45350.11,71748.0929
6060.35,73401,68.3305,466.18,95,13,7.31,0.17,1030.26,194,0.09,1,2,45591.99,50000,30000,24119,9359,49862.63,52000,36450,13695.99,11415.38,12536.006,17801.0998,0.55,2387.46,0.08,1904.72,474.54,0.02,40.313,540.3768,2382.53,2163.9219,0.07,25625.72,17621.03,18829.32,26078.62,2790.78,4022.319,527.81,63.2677,560.87,3390.8,2838.27,37892.02,6060.35
69832.01,78934,70.886,1342.92,1126,52,21.65,0.08,5586.56,198,0.02,8,19,55539.5685,60000,90000,88937,31833.59,59980.42,60000,276424,101596,43964.82,45611.297,63278.08,0.7245,6852.8,0.08,1351.3913,2417.3694,0.01,12.48,7158.82,9172.77,34558.81,0.38,90209.74,135353.58,141070.87,211977.12,18519.97,2773.6,4375.67,31.01,19602.5247,21370.17,80187.4,281710.62,69832.01
83162.8,16201,64.52,1599.28,1289,47.66,24.79,0.1,8316.28,224,0.02,1,1,48275.69,50000,20000,18125,7839,52742.8592,60000,37508,15825,8530.27,9594.25,17679.02,0.88,212.65,0.01,1.3,86.55,0.0112,20.5426,12.75,132.26,342.7393,0.01,16977.47,18239.74,19267.78,36712.82,328.25,6.59,141.15,32.2316,16.25,586.8046,295.61,35782.37,83162.8
26446.7,16801,64.04,645.04,413,41,10.6115,0.1166,2644.67,225,0.03,1,16,55948.93,60000,60000,57184.56,17999,60274.77,70000,120975,42521,33183.55,26816.38,50142.21,0.775,4074.43,0.07,86.07,4034.13,0.07,18.73,507.78,1136.58,2583.86,0.0473,65570.74,64541.66,56433.36,101886.96,6140.99,151.64,9796.36,47.68,827.89,2123.49,4299,131461.77,26446.7
21098.6,16635,58.77,699.1827,359,42,8.55,0.11,2320.85,245,0.03,2,7,47531.42,50000,60000,50054,21816,48955.34,50000,101943,42644,24015.15,26220.7311,47540.54,0.79,967.15,0.0329,3,538.87,0.0126,23.81,203.42,777.54,753.73,0.01,48795.38,50966.4671,52383.99,96912.75,1920.18,16.37,837.88,58.68,319.9,2121.8526,1429.4,104870.0659,21098.6
7737.75,54797.74,58.62,595.21,132,13,8.6092,0.15,1160.66,196,0.09,1,3.38,43993.14,50000,30000,23990,8812.92,47811.63,50000,39098,13903,11412.8,12051.5884,18265.16,0.61,2759.86,0.09,12.7,4.92,0.0109,27.99,1146.7689,968.61,3849.671,0.15,26208.94,18906.8884,19509.8127,31954.7,3353.15,23.57,66.37,29,1640.748,1328.41,5532.74,42324.81,7737.75
15368.58,42240,85.38,1093.5373,180,13,13.85,0.22,3381.09,173,0.03,2,2,37940.24,40000,34400,30244,12122,41959.4789,50000,42516,16772,14191.2396,15755.84,19908.47,0.5,8648.4,0.2562,119.1573,276.28,0.01,125.73,309.19,824.6,1350.1,0.03,28547.51,20786.97,21728.65,29330.37,10845.48,175.31,395.37,144.17,382.41,1242.5,1904.37,40140.58,15368.58
63594.34,22701,64.5,1199.89,986,53,18.6,0.13,8267.26,207,0.02,1.58,3,65441.12,70000,30000,21582,7332,71227.33,80000,44263,14927,10506.27,11076.05,15096.98,0.5791,3396.0732,0.13,65.81,306.03,0.01,65.28,1401.19,783.5612,3292.94,0.11,23686.84,22018.96,22243.64,33253.6,6479.25,241.128,585.17,67.43,1861.54,1838.56,4852.38,48223.8861,63594.34
15295.5619,26003,52.06,1010.3994,212,14,15.14,0.13,1719.394,240,0.02,2,7,47650.35,50000,40000,38541,16032,47506.38,51600,95103,38626,18682.22,19858.86,34344.5139,0.89,1776.8,0.0429,126.23,319.22,0.01,13.1047,131.82,623.17,413.87,0.01,36681.22,46526.7,48576.2,89466.18,3179.5,271.54,430.47,21.72,225.01,1508.49,1010.58,91048.39,15295.5619
9397.233,26155,72.23,680.99,132,14,9.43,0.17,1620.75,240,0.01,1.26,2.27,45591.12,50000,10000,7364,2924,46086.95,50000,18976,7478.34,3493.08,3870.53,6764.2152,0.72,10.6,0.0264,0.19,78.07,0.01,6.3165,13.51,75.56,20.26,0.0132,6660.27,9252.54,9723.32,18502.88,95.62,4.9,109.9866,10.5265,52.74,225.3874,63.71,17411.55,9397.233
3509.8843,84720,54.64,491.75,18,2,9,0.109,0,319.08,0.02,1.85,2.27,48650.24,50000,20000,16194,5398,46371.66,50000,28794,9594,8221.18,7972.92,14576.68,0.6926,141.18,0.01,468.23,85.22,0.0115,12.75,595.51,314.53,1596.51,0.1127,16818.7374,14380.32,14413.72,25629.63,188.52,917.06,163.77,21.88,1209.25,663.93,2932.29,31213.98,3509.8843
38048.26,25404,64.7913,1521.93,684,25,27.36,0.07,2663.38,203,0.02,3,7,55325.64,60000,50000,49223,18772,62373,70000,114360,43182,23802.97,25419.89,40955.78,0.82,4995.67,0.1,37.27,457.94,0.01,17.2447,853.97,1922.22,2668.52,0.05,55686.5,56634.47,57725.34,99527.2038,9286.86,60.87,1267.4,3.95,1461.28,3582.57,5012.42,127338.6,38048.26
6186.5,26726,49.1,475.88,126,13,9.69,0.07,433.06,200,0.02,1.34,1,42642.32,50000,20000,11350,4543,45335,50000,28064,10792.54,5472.2461,5753.76,10424.47,0.52,654,0.03,0.03,53.6007,0.0104,7.7238,65.47,190.59,213.3731,0.01,10470.35,13964,14100.3,26757.8,847.96,6.33,78.43,1.54,72.96,299.28,254.85,25998.31,6186.5
13612.65,26037,63.02,1134.39,216,12,18,0.1,1361.27,188,0.02,2,7,44363.43,50000,50000,43444,18280,46712.47,50000,88008,36910,20841.01,22603.3,38589.35,0.77,3086.39,0.0614,35.26,294.9,0.01,37.74,155.45,1245.23,778.19,0.02,41547.19,42648.12,45359.44,80891.69,4289.39,45.78,520.19,48,177.23,2035.28,1754.1644,87019.9214,13612.65
100855.74,22603,63.35,1939.53,1592,52,30.62,0.13,13111.25,201,0.03,7,12,67550.66,70000,70000,61710.18,22403,70922.08,80000,106722,39248,30433.58,31752.4963,52595.31,0.75,4687.94,0.07,91.23,1018.99,0.01,48.3274,1084.24,2027.54,8564.5,0.1047,66081.04,52864.07,53858.42,93247.73,6658.83,196.51,1625.55,56.21,1431.82,3505.83,11495.29,114860.47,100855.74
18120.04,22801,65.5919,1294.29,321,14,22.93,0.07,1268.4,203,0.0273,5,8,48721.46,50000,70000,63405,20681,55525.24,60000,97997,33805,31139.8286,32936.12,52435.24,0.75,4335.28,0.06,14.54,2269.56,0.0243,12.04,1107.72,1968.9968,11648.78,0.17,75673.43,47359.34,50637.89,84224.33,5506.47,115.32,3161.3193,36.11,1432.83,4044.43,14319.46,111301.85,18120.04
14587.67,22408,66.31,1323.6709,220,8,27.5,0.19,2771.66,313,0.03,4,20,80230.09,90000,110000,104601,36452,87928.04,90000,193324,65485,51385.3689,54407.43,71486.26,0.65,19114.72,0.1652,479.66,3158.31,0.03,92.8809,5263.63,4946.89,11138.45,0.1,122272.04,93878.69,99444.9,136099.93,33784.99,772.58,8884.9526,173.02,8264.24,9010.42,18561.48,220966.15,14587.67
35322.2,15401,59.2197,1308.23,668,27,24.74,0.07,2472.55,230,0.03,4,5,43599.12,50000,40000,36548,14833.3,43950.31,50000,69190,28858,17584.87,18963.04,32199.61,0.8,2730.0804,0.06,139.7497,226.15,0.01,280,159.77,1245.38,299.5,0.01,35132.15,33422.38,35366.5563,62953.84,3252.16,20.05,743.502,307.95,238.37,2158.04,637.58,66431.79,35322.2
28934.45,15501,56.73,1157.38,510,25,20.4,0.1,2893.45,245,0.0294,2,3,47452.33,50000,20000,17464,6004,49771.65,50000,31905,11701,10155.61,7308.75,15076.2939,0.76,1633.61,0.0627,31.09,53.69,0.0109,9.8747,243.75,326.54,628.7,0.03,16228.95,17685.42,14219.68,29181.5,1845.79,40.65,86.11,13.88,289.44,455.2,782.14,29989.3,28934.45
51775.7,17876,59.31,1150.57,873,45,19.4,0.1088,4659.81,197,0.025,3,7,52104.7,60000,37100,30625.12,12461,56815.2809,60500,70862,27640,14870.86,15333.44,28644.51,0.72,633.75,0.02,25.13,204.48,0.01,8.5249,289.23,407.2,1345.36,0.0381,29964.46,35154.84,35707.04,67359.95,1276.81,102.12,776.63,1.45,475.8,869.11,2301.43,70913,51775.7
53652.55,18951,71.92,1075.3587,746,53,14.08,0.15,8047.88,204,0.03,3,17.81,77135.63,80000,50000,45061,17276,73916.64,80000,201673,78279.79,22093.43,22967.77,41045.6182,0.84,990.17,0.02,286.95,566.1,0.01,8.72,256.23,893.41,1901.42,0.04,45336.4,99484.33,102188.47,180702.67,6030.35,658.51,4604.79,13.19,4709.87,4953.42,21323,209337.29,53652.55
63364.64,15666,63.49,1218.55,998,52,19.19,0.13,8237.4,240,0.04,3,7.54,53361.62,60000,30000,25179,10866,53923.67,60000,76888,32660,12219.323,12973.26,24493.58,0.82,299.95,0.01,38.9547,67.23,0.011,15.4601,87.18,231.14,257.89,0.01,24346.56,37686.1273,39188.88,74389.14,921.12,36.52,267.2,21.3785,171.57,1102.52,749.75,73333.19,63364.64
34968.6,26582.41,63.1248,852.89,617,41,15.05,0.11,3846.55,225,0.05,1,2,44068.87,49600,30000,20817,8993,47306.65,51000,39808,16451,10162.33,10654.36,19986.25,0.6984,205.21,0.0232,45.3,43.37,0.0103,23,194.69,318.86,533.25,0.02,20181.48,19529.96,20278.17,38479.67,376.92,73.21,70,23,271.01,700.518,837.45,38539.47,34968.6
39720.4,15650,63.25,810.62,628,49,12.8769,0.14,5560.86,228,0.02,3,9,61719.29,70000,40000,31457,13000,57576.46,60000,98532,42074,15602.7,15854.74,30077.69,0.75,385.25,0.01,34.7548,363.06,0.01,6.6,80.88,508,213.71,0.01,32655.4313,47895.43,50636.65,93605.01,2026.34,76.45,844.18,10.03,172.24,1797.83,884.27,95322.65,39720.4
68028.5987,15701,60.16,1351.19,1168,52,22.46,0.1,7026.21,224,0.02,1.75,1,45989.68,50000,40000,31364,12015,47826.02,50000,50353,20004,15690.2,15674.1,28035.18,0.7797,1581.36,0.04,171.61,720.06,0.02,10.58,79.65,765.86,626.27,0.02,30319.03,25402.73,24950.26,46639.76,1752.09,174.95,837.3058,11,114.65,912.34,771.77,49046.91,68028.5987
12387.92,16407,53.4,495.52,232,21.9,9.28,0.1,1238.79,245,0.02,1.23,2,48393.97,50000,10000,9578,3897,49787.48,50000,21001,8168,4674.0205,5069.07,9051.48,0.91,247.18,0.02,20.78,26.48,0.01,7.76,20.0683,190.99,93.51,0.01,9521.81,10157.65,10843.29,19732.8141,265.44,35.68,47.5,11.4,52.79,344.3293,171.96,20392.97,12387.92
19474.45,16830,57.79,486.86,337,40,8.43,0.1176,2336.93,227,0.07,1.43,1,46298.45,49800,20000,12287,5514,45885.2,50000,26397,11134,6002.74,6283.91,12149.69,0.61,226.0047,0.0227,38.9,19.54,0.0102,3.8031,4,155.9588,59.15,0.0121,12204.99,13424.03,13616.0956,25701.65,337.02,129.3438,126.5923,8.2562,22.83,152.85,400.72,26043.29,19474.45
96627.35,17202,57.18,1823.16,1690,53,31.89,0.08,7730.19,207,0.02,4,8,58623.93,60000,50000,43916,17893,60614.35,70000,90469,35767,21478.07,22437.81,37804.315,0.7539,3281.84,0.07,83.64,605.99,0.01,16,522.87,1368.6557,4580.16,0.09,45074.53,44143.78,46324.87,81619.4,4548.31,118.02,1136.03,16,787.91,2242.98,6666.48,92522.57,96627.35
80805.75,17815,61.31,1590.683,1318,50,26.36,0.08,6464.46,197,0.03,1,6,45053.91,51200,30000,26153.24,10196,50746.14,60000,54484,21750,12708.73,14467.12,25272.45,0.84,853.74,0.03,26.72,548.24,0.02,23.08,154.13,297.48,588.05,0.02,26700.02,25859.88,28624.3,50868.31,1197.31,138.83,849.9371,26,243.08,607.83,959.54,54053.36,80805.75
4745.6324,45891,78.18,360.82,60,13.14,4.62,0.22,1031.95,192,0.03,1.3,2,46541.67,50000,20000,13859,5716,51941.89,60000,21973,8909,6660.169,7267.43,13237.78,0.6368,263.33,0.01,53.9105,79.16,0.0109,6.2672,67.17,207.65,632.06,0.0268,13575.69,10677.86,11294.83,21161.73,293.24,16.46,86.96,0.33,184.2697,300.93,776.68,21820.5,4745.6324
36809.68,44870,88.27,1472.39,417,25,16.68,0.24,8834.32,189,0.03,3,4,45010.58,50000,40000,38090.34,16516,51594.6457,60000,63158,27039,19276.75,19725.86,29492.44,0.74,6533.44,0.16,264.19,369.74,0.01,6,807.25,1223.0376,2219.08,0.06,38070.08,31049.86,33089.6532,52743.68,6724.21,284.05,439.08,6.25,892.49,2068.34,2718.42,61756.75,36809.68
65505.41,44460,76.61,1259.72,855,52,16.44,0.2125,16376.35,202.39,0.02,2,6.53,47749.01,50000,30100,24092,10112,54124.3323,60000,72231,29711,11875.1,12217.03,23144.49,0.775,193.94,0.01,0.89,58.17,0.0113,16.3829,393.17,391.9334,794.06,0.03,23034.85,35847.96,36383.3,69671.28,700.81,48.37,561.19,18.8528,453.08,796.54,1333.85,69161.9,65505.41
