Revenue,Zip,DollarPerPet,DollarPerClinic,TotalPets,TotalClinics,PetsPerClinic,Product.Sales,Product.Sales2,Avg.Vet.Cost,PercentCoupon,NumVets5mi,NmVets10mi,Est.Median.Inc,Rnd.Inc.5,Rnd.Pop,Population,Households,Est.Median.Inc2,Rnd.Inc.10,Pop3,Household4,Male,Female,White,PercWhite,Black,PercBlack,American.Indian,Asian,PercAsian,Hawaiian,Other.Race,X2Races,HispOrigin,PercHispanic,X2025Pop,Male5,Female6,White7,Black8,AmInd9,Asian10,HW11,Other12,X2Race13,HispOrigin14,X2025Pop15,target
7079.75,75494,83.29,589.98,85,12,6.9514,0.29,2053.13,211,0.0353,1.22,2,40956.32,50000,10000,5577,1846,45614.63,50000,13654,4938,2816.8676,2576.4,4473.45,0.45,442.89,0.04,2.43,4.98,0.0111,0.37,538.13,114.48,1448.902,0.08,6233.07,7057.02,6597.42,11876.2888,628.87,11.2,27.03,6.65,1021.32,268.87,1984.85,15028.16,7079.75
9550.3,78934,93.63,734.64,102,13,8.2579,0.27,2578.58,226,0.0246,1,20,66552.04,70000,30000,26905,8724,92487.46,1.00E+05,226646,75205,13283.52,13621.53,22602.54,0.75,2478.26,0.08,89.14,371.85,0.0313,32.8131,912.67,450.6,8849.16,0.29,35397.97,111811.94,114833.94,174958.42,23529.45,1057.56,16808.56,68.77,4858.96,5364.17,39841.62,295914.31,9550.3
2153.24,40143,79.75,220.6923,27,13,2.08,0.26,559.84,185,0,1,1,44148.17,50000,10000,4337,1713,46791.54,50000,11634,4514,2099.13,2238.13,4120.69,0.41,87.97,0.01,0.76,10.3771,0.0178,2.5753,11.6,114.73,14.23,0.0295,4257.82,5778.72,5855,11113.3,203.29,14.43,28.45,4.6015,50.71,223.55,229.9347,11430.51,2153.24
20290.38,2054,68.55,819.7437,296,26,11.38,0.1498,2029.04,194,0.05,8,31,128302.95,130000,70000,67157,22640,111641.31,120000,349076,127928,33500.13,33946.1926,61150.66,0.87,1603.88,0.02,43.14,2628.6,0.04,3.72,602.07,1124.75,2149.89,0.03,70988.93,171365.07,177710.98,295888.9,11896.67,604.2926,21262.92,34.58,7756.5508,7881.74,24391.48,368450.34,20290.38
21144.18,29461,67.12,961.1,315,22,14.32,0.12,2537.3,197,0.02,1,2,54005.29,60000,20000,17425.87,6241,60222.22,70000,42160,15236,8659.89,8940.75,11131.43,0.56,5685.61,0.28,96.55,141.53,0.01,34.21,114.33,396.97,600.8528,0.02,22123.83,21246.5492,21189.85,29257.18,10657.57,238.52,378.83,44.33,611.87,1084.63,1198.37,47609.49,21144.18
47382.87,48371,77.3,947.66,613,50,12.26,0.19,9002.75,272,0.03,9,21,86754.61,90000,50000,45117.51,17986.42,88979.8726,1.00E+05,150252,55639.78,22679.21,22950.81,43059.91,0.8481,446.04,0.01,91.64,885.27,0.02,7.78,300.7196,895.5089,1888.11,0.0339,47522.69,75011.11,75241.12,132287.1879,3504.47,286.12,5254.13,8.59,1114.81,2747.39,5536.55,155610.63,47382.87
3215.26,78934,52.71,247.33,52.84,13,4.69,0.18,530.9004,224,0.12,1.33,1.67,39401.8498,40000,10000,2519,822.78,41914.39,50000,3479,1263,1317.48,1201.78,2066.08,0.21,118.3883,0.0268,155.8895,2.71,0.0259,14.456,366.67,58.29,998.78,0.1,2363.41,1808.81,1670.16,2901.54,52.77,134.706,3,17.988,413.85,107.81,1254.83,3264.86,3215.26
2700.34,76834,45.77,192.88,59,14,4.21,0.1,270.03,229,0.1085,1.25,1,42998.0305,50000,10000,4632,1909,44067.97,50000,5381,2219,2116.3757,2358.96,4398.86,0.3992,82.35,0.01,1,7.21,0.0239,9.6214,46.67,96.19,1090.02,0.0912,4089.23,2659.9,2720.92,5067.46,112.01,7.87,23.75,8.2591,64.77,104.97,1340.5204,4739.58,2700.34
14884.96,35128,73.32,551.29,203,27,7.52,0.21,3125.84,200.33,0.0314,4,6.58,46716.72,50000,20000,16292,6432,50978.28,60000,45522,17580,8012.44,8280.03,14240.07,0.71,1423.07,0.07,10.99,395.87,0.02,7.68,85.4,129.37,215.11,0.01,17470.59,22691.77,22829.99,37996.81,5854.8,55.82,671.73,14.372,313.35,602.77,761.53,47448.08,14884.96
33862.87,21133,68.13,891.13,497,38,13.08,0.12,4063.54,213.07,0.03,5,31,80313.53,90000,150000,144026,54657,83440.67,90000,560475,211127,65441.48,78584.36,44325,0.3,85803.86,0.57,397.67,7545.32,0.05,10.57,2351.0071,5303.1182,7522.54,0.05,148852.7,261578.86,298895.84,319377.4046,254878.62,1243.38,43228.95,598.24,4883.03,19192.5369,22496.13,591399.08,33862.87
8121.2,78934,71.24,2030.3,151.4,4,28.5,0.17,1380.6,438,0.03,1.35,4,42631.37,50000,10000,4002,1970,46098.5,50000,9353,3729.19,1905.36,2096.3,3830.7,0.38,30.18,0.0253,23.92,25.28,0.0127,2,8.12,81.45,135.21,0.0516,3903.6222,4679.5102,4815.33,8988.97,62.91,101.9803,62.07,4.62,17.25,157.44,265.32,8910.67,8121.2
10619.2838,32703,93.64,763.54,106,13,8.15,0.29,2878.56,188,0.0224,12,40,61924.58,70000,120000,113799,38500,57036.33,60000,463661,169028.67,56310.29,57488.54,76809.25,0.64,24978.14,0.21,333.4751,3559.69,0.03,8.88,5466.86,2798.13,28133.68,0.23,138499.03,223947.33,239714.02,265581.18,140127.39,1199.22,15437.18,213.55,25348.96,15753.87,99915.15,552482.81,10619.2838
27247.18,75009,90.52,1009.15,301,26.17,11.15,0.2536,6811.8,210,0.02,2,14,127972.11,130000,20000,17915.9,6294.31,117809.52,120000,138330,43425,8243.87,7896.19,14145.87,0.71,945.37,0.05,68.56,799.1016,0.02,36.9731,271.82,308.8,2586.3,0.13,14445.39,68210.07,70119.53,103198.12,14314.4,804.7922,13279.04,141.1114,2340.6,4367.04,17661.8,130703.76,27247.18
23608.25,8037,74.47,590.21,336.84,40,7.93,0.15,3541.24,216,0.03,1,2,75800.21,80000,30000,20476,7279,77252.24,80000,70383,25022,10278.9544,10195.39,16867.77,0.56,1210.74,0.04,17.67,254.61,0.01,11.9,1402.47,710.81,3301.95,0.11,21038.7,34933.59,35449.77,54929.63,8768.66,300.94,1117.59,38.6111,2885.96,2318.8,8581.8772,72053.89,23608.25
6422.72,78934,62.36,535.23,103,12,8.58,0.06,385.36,219,0.03,4.04,2,51383.27,60000,120000,119164,32487,56451.16,60000,288549,85582,59327.41,59836.37,66118.743,0.534,15076.13,0.13,1120.7,4013.34,0.03,274.16,49067.18,5868.5388,81356.73,0.68,128548.45,141976.88,146572,145770.16,45092.16,2429.42,11719.17,683.95,54687.2652,14042.58,151315.52,315389.68,6422.72
58827.45,98584,70.71,1153.48,832,51,16.31,0.25,14706.86,136,0.02,1,2,48522.63,50000,20000,18867,6497,53865.23,60000,35312.25,13018,9607,9604.9692,14622.17,0.73,286.18,0.01,498.04,383.58,0.02,114.86,1851.99,1110.41,3089.16,0.15,19490.49,18236.3,17374.77,28765.2,1155.4019,1359.59,567.53,156.64,2161.78,2149.92,3921.05,34943.58,58827.45
4819,4756,41.9,963.8,115,5,23,0.03,144.57,840,0.03,1.42,2.02,44422.98,50000,10000,1523,728,43943.29,50000,5498,2574,740.8,782.35,1493.07,0.15,3.95,0.0336,18.78,3,0.0234,6.4726,32.4259,4.35,184.1244,0.0266,1395,2684.74,2813.48,4689.0738,27.34,56.91,18.44,16.7102,1.39,32.47,6.68,5027.24,4819
13568.95,27209,61.68,714.16,220,19,11.58,0.1919,3256.55,204,0.04,1,1,43399.75,50000,10000,7530.02,2658,45778.33,50000,23621,8663,3721.63,3661.3,6297.4,0.63,689.01,0.07,3,31.91,0.0111,6.4632,243.28,118.33,2158.09,0.22,7286.2,11800.45,11820.92,20331.2418,1727.2567,66.6,185.47,11.9118,631.62,426.3,4382.39,24445.08,13568.95
50223.37,30513,89.21,1024.97,635.65,44.53,11.49,0.241,16071.48,179,0.02,1,4,43172.27,50000,10000,8927,3770,43904.35,50600,24475,10221,4115.35,4811.66,8543.8,0.85,50.24,0.01,48.85,57.63,0.011,12.7,31.2,182.59,184.23,0.02,9071.74,12493.4885,12811.41,23615.96,81.43,106.05,181.19,18.8102,80.17,382.92,622.89,24587.57,50223.37
11789.84,47842,74.62,906.91,158,13,12.15,0.28,3138.0761,196,0.02,1.49,2,47211.07,50000,20000,10336,4503,50305.8,60000,28858,11745,5189.75,5146.7,9977.34,0.5,212.72,0.01,4.61,14.92,0.0112,7.456,92.04,34.81,55.48,0.0151,9769.98,14249.85,14607.68,27849.89,366.17,47.58,75.08,20.65,171.72,326.42,220.2,27950.47,11789.84
58877.38,78934,80.11,1252.71,735,47,15.64,0.2,11775.48,202,0.02,4.01,14,65204.5,70000,60000,59501,21857,72334.0639,80000,122967,42776,29257.67,30243.02,41269.6255,0.57,11449.1,0.19,365.03,2204.94,0.04,16.09,8341.93,3196.47,18534.75,0.3026,59718.6,61384.82,61581.81,86184.94,15980.11,495.29,3526.85,35.87,11777.66,4742.8314,28239.53,122839.57,58877.38
45883.4,17963,68.28,1019.63,656.37,45,15.407,0.1,4588.34,197,0.02,1,4,56768.8,60000,20000,10146,4072,60143.96,70000,37362.28,14489,5209.4,4936.19,9858.72,0.5917,61.24,0.0212,10.17,27.49,0.0114,6.4377,99.59,88.38,267.6,0.0369,9988.2,18775.56,18355.0462,35528.14,309.2,37.67,191.26,13.31,626.48,374.55,1139.57,37168.78,45883.4
13896,16354,60.6833,534.46,219,26,11.1514,0.1205,2223.36,227.12,0.0305,1.28,1,41377.39,50000,10000,9491,3990,45595.3186,50000,18446,7464,4593.46,4897.13,8776.4594,0.92,156.2,0.02,0.64,53.31,0.01,4.8383,14.78,83.56,73.62,0.01,8786.11,9181.37,9265.12,17282.3552,191.62,7.95,77.69,9.369,23.17,192.6,140,17164.39,13896
65725.14,21047,70.29,1263.95,935,52,17.7636,0.13,8544.27,201,0.03,7,30,96124.81,95100,90000,82947,31686,91344.73,1.00E+05,293932,110348,40868.85,42077.93,72760.1,0.81,5014.07,0.06,200.46,2078.76,0.02,23.467,971.65,1916.6,2806.02,0.03,88306.58,143596.0293,150583.09,229049.43,38744.69,444.7,13471.06,34.11,3749.92,8438.55,11165.8,312824.48,65725.14
81941.24,75189,91.25,1575.79,898,52,17.27,0.29,23762.96,206.22,0.01,4,8,90236.4,1.00E+05,40000,32782,10392,90212.84,1.00E+05,113353,37494,16057.07,16725.07,27291.89,0.68,1951.52,0.0572,137.5235,480.94,0.01,1.22,1640.95,1308.21,6720.23,0.17,37234.23,56246.32,57106.24,95797.41,6953.26,345.14,2655.35,14.19,4132.26,3454.95,20451.1,141125.38,81941.24
25772.2,18854,62.86,991.24,410,26,15.77,0.1128,2061.78,235,0.03,1,3,46439.25,50000,10000,7192,2992,51022.54,60000,16083,6504,3498.7245,3666.85,7004.65,0.7,41.99,0.026,4.68,15.2,0.0105,0.57,74.15,50.83,172.86,0.02,6805.82,7936.7,8146.67,15619.42,85.33,12.38,56.59,3.02,123.2259,191.5308,343.24,15152.35,25772.2
128927.6,94513,76.47,2527.99,1686,51,33.06,0.13,16760.59,176.54,0.02,3,13,104694.35,110000,110000,104701,32478,95996.8417,1.00E+05,229760,71999,51458.51,53242.6,64776.09,0.59,9976.86,0.09,896.84,10318.35,0.09,997.59,9207.03,8528.34,26415.36,0.24,110770.78,113869.1507,117421.53,129128.62,30517.01,2027.48,21579.12,1611.93,24294.9078,18906.04,66775.23,252963.66,128927.6
24944.28,25411,57.48,997.77,434,25,16.2998,0.08,1995.54,203,0.03,1.1,2.59,47551.83,50000,10000,7000,2870,52117.75,60000,23331,9482,3516.99,3671.2598,6770.7,0.68,37.4,0.0229,37.49,5.26,0.01,4.7047,22.85,106.485,115.65,0.01,6766.24,11616.36,11714.3,22582.57,194.1,99.43,89.9131,5.4511,51.85,371.69,364.73,24338.75,24944.28
9035.22,8822,87.72,291.46,103,20.02,3.32,0.21,1897.4,204,0.0387,10,25,118046.17,120000,40000,35991,13501,124643.28,130000,107919,39277,17183.84,18807.2,31826.99,0.8,788.73,0.02,1.69,2277.12,0.06,6.76,599.8773,519.93,3165.92,0.08,37758.9934,53141.81,54776.7,93296.97,3651.64,81.99,8322.15,37.13,1143.28,1385.34,7238.07,107670.08,9035.22
29123.83,70068,88.52,1004.27,329,29,11.34,0.28,8154.67,204,0,2,3,55948.38,60000,40000,37148,13068,56923.39,60000,52327,18534,18350.13,18798.11,14597.02,0.36,20591.2,0.51,155.8329,523.5138,0.0153,51.4642,551.67,1055.7983,2348.49,0.06,34349.21,25916.94,26410.36,23778.83,26342.16,72.07,497.94,73.8817,585.35,1050.95,2684.33,49764.89,29123.83
45258.35,34669,94.29,1676.24,480,27,18.1954,0.27,12219.75,180,0.0221,8.39,23,46876.38,50000,110000,106269,43745,44425.08,50000,246696.8,101031,51328.14,54940.62,97630.52,0.844,2759.65,0.03,468.64,1474.27,0.01,93.82,1492.2,2349.65,11754.55,0.1176,120253.22,116515.89,125079.56,221872.34,7024.35,784.92,3465.69,133.39,3089.07,5225.68,28348.08,277614.64,45258.35
14028.38,1581,75.83,1169.03,185,14.53,15.42,0.18,2525.11,229,0.01,10,29,117007.55,120000,80000,73361.6,26917.79,92920.2817,90000,404338,152705,36045.41,36948.66,56517.78,0.7616,1950.3,0.02,177.29,11313,0.14,30.13,911.87,2093.69,3991.69,0.05,75118.52,199441.42,204896.99,313042.46,26965.24,1278.0711,34787.25,214.3065,14326.04,13851.65,50055.24,423962.04,14028.38
114541.96,85142,71.81,2086.2119,1435.97,51.71,30.67,0.13,14890.45,267,0.02,4,18,84516.3815,90000,110000,105755,32150,90727.47,1.00E+05,341857,104399,52192.76,53561.9,92384.37,0.84,3326.67,0.03,1250.17,2849.71,0.03,73.39,4101.0061,3646.35,21113.19,0.19,103621.37,168037.82,173819,286456.37,13655.03,5020.97,16569.2,620.84,6886.21,12202.8846,60198.34,339080.68,114541.96
4595.41,86409,80.62,270.32,57,17,3.35,0.11,505.5,342,0.03,2.13,4.51,39461.38,41700,40000,39323,15414,40457.65,50000,48235,19054,20330.63,18992.62,33154.212,0.9,634.25,0.02,613.1015,294.34,0.01,19.96,654.37,928.43,5279.54,0.1388,39990.5,24832.67,24224.6324,44097.5,680.25,1068.28,420.5,27.38,779.51,1161.38,6338.95,48531.04,4595.41
11491.97,85635,68.2926,1149.2,162,10,15.2307,0.1,1149.2,267,0.02,2.43,5,57672.64,60000,50000,41867,17343,59357.85,60000,60746,24038,20303.27,21564.06,33111.24,0.66,2480.24,0.05,597.83,1498.53,0.03,240.48,1131.26,2414.8824,11412.37,0.23,37080.19,29798.33,30947.59,49010,3415.81,742.75,1996.8,301.14,1521.92,3365.282,15746.88,52856.95,11491.97
12416.77,28607,61.77,955.14,201,13,15.46,0.09,1117.51,190,0.03,2,6,41204.34,50000,30000,23952.96,8191,43485.06,50000,49073,18141,12044.03,11988.92,22209.85,0.74,501.34,0.02,236.92,210.76,0.01,30.9,385,458.18,1107.487,0.03,26371.58,24538.42,24534.5,45877.21,875.54,333.41,498.54,75.86,596.27,816.09,1650.95,53455.16,12416.77
28753.18,78934,62.92,1105.89,457,26,17.58,0.11,3162.85,216,0.01,2,4,73402.43,80000,80000,79278,27071,73048.0424,80000,255406,82815,38497.05,40781.01,64956.5,0.81,1769.27,0.02,520.8,3888.96,0.0497,83.05,4928.95,3130.53,26304.07,0.33,84539.98,122809.41,132596.71,180104.39,16985.17,1742.23,17783.9,1061.38,26707.47,11021.58,94996.37,276140.47,28753.18
3985.41,73044,62.27,306.57,64,13,4.92,0.14,557.96,172,0.06,2,5,51844.43,60000,20000,15270.31,5437,62065.83,70000,32597.41,10826,7546.64,7936.32,12267.88,0.61,2005.56,0.1,494.27,21.45,0.0108,0.03,66.29,672.4175,996.77,0.05,18486.08,15685.29,15903.6,25839.27,3088.04,1128.25,67.65,2.76,118.36,1098.5512,2098.69,37431.39,3985.41
3540.51,75948,84.3,272.35,42,12.3,3.23,0.31,1097.56,235,0.01,1,1,30854.56,40000,10000,1389,573,32139.89,40000,5833.76,2251,833.9889,714.86,1245.99,0.12,164.229,0.01,2.93,9.5967,0.0221,4.83,15.73,41.2245,86.76,0.01,1283.6,2745.62,2908.69,5070.55,342.28,8.62,29.3004,13.35,50.8,168.71,277.4,5104.96,3540.51
9108.56,40272,65.06,700.66,140,13,10.77,0.14,1275.2,200,0.0315,4,14,53925.29,60000,80000,74571,28582,45379.28,50000,228781.84,89090.47,35868.07,38703.38,57488.8777,0.7354,9199.13,0.1167,124.08,1001.7,0.01,124,782.94,1460.55,2829.08,0.04,82007.89,111092.16,117687.52,161248.35,52648.86,509.65,5911.2,208.56,3086.7667,5994.75,14807.21,254535.05,9108.56
1872.77,72476,69.36,374.55,27,5,5.4,0.15,280.92,262,0.0574,1.12,1,34796.75,40000,10000,7339,2833,37137.5,40000,12129,4730,3554.8983,3832,7080.31,0.71,134.82,0.01,64.5103,9.1,0.0101,2.8315,13.27,82.41,87.38,0.01,6869.1,5919.59,5984.6313,11686.86,186.01,33.77,12.12,7.5089,25.89,184.84,167.94,11462.54,1872.77
15874.44,93555,60.36,1221.11,263,13,20.23,0.1057,634.98,226,0.02,1,3.54,66266.95,70000,30000,27651.39,10905,65583.02,70000,31101,12015,14126.02,14025.24,21272.47,0.71,1488.566,0.04,512.7084,1922.74,0.06,69,1352.6181,1435.38,5289.43,0.18,30830.65,15576.65,15524.26,23671.91,1433.33,489.71,1966.67,69.02,1911.71,1558.56,5695.89,37823.1716,15874.44
19713.25,71639.5,74.39,547.59,287.19,36,7.36,0.14,2759.86,193,0.01,6.82,28,114554.07,120000,82200,76259,25320,106336.3,109600,337176,115605,37162.12,39096.53,60845.56,0.76,2191.3338,0.02,552.91,6683.49,0.08,200.69,5225.4091,3894.41,18898.8,0.24,82012.23,164415.5,172760.28,256018.4564,4455.73,2156.6489,30777.42,622.27,11091.91,15974.77,84592.88,362221.02,19713.25
29113.1,17059,60.65,710.08,480.67,41,11.71,0.15,4366.97,225,0.04,1.64,3,53611.41,60000,10000,6001,2314,49764.06,50000,33844,13718,3056.1951,2988.09,5790.45,0.58,71.89,0.01,13.8165,15.19,0.0101,6.9046,84.23,39.02,283.28,0.03,5987.01,16695.79,17148.25,32668.02,363.65,51.14,66.64,23,287.31,348.76,1039.29,32790.4701,29113.1
7507.49,64735,67.64,577.5,111,13,8.54,0.173,1426.42,231.79,0.05,1.08,2,39579.95,40000,20000,10040,4302,42717.02,50000,13264,5702,4848.29,5192.2,9346.94,0.47,262.47,0.01,84.42,57.2186,0.0101,2.9812,53.12,249.73,303.6672,0.02,9308.26,6482.88,7141.8115,13081.1754,265.02,97.59,84.9596,5.523,53.76,309.81,395.42,12461.13,7507.49
30850.48,6477,78.3,1341.33,394,23,17.13,0.1868,5244.58,202,0.0251,10,37,69699.89,72900,170000,165964,62454,70202.39,80000,510661,191326.03,81671.55,85206.9989,107393.02,0.63,33524.95,0.2,566.32,8721.75,0.05,50.65,9762.35,5944.93,29363.94,0.17,165572.02,245536.38,261262.7605,343814.97,89809.61,1065.07,23968.84,165.38,34292.82,17274.3644,96598.35,514970.85,30850.48
37998.2,19977,64.95,759.96,548.86,50,11.7,0.14,5319.75,205,0.03,2.55,8,65527.06,70000,40000,33008,11804,65574.9657,70000,88414,31288,16103.3206,16329.31,24040.8526,0.6102,8895.88,0.22,81.62,373.33,0.01,1.4,186.85,1135.44,2028.41,0.05,34969.52,43815.05,44599.39,56067.7,26214.03,625.3,1461.68,36.84,806.69,3202.21,5122.62,89906.6501,37998.2
44015.64,31548,82.74,1630.21,535.05,27,19.7,0.23,10123.6,232,0.03,1,9,64539.21,70000,30000,26746,9782,61225.64,70000,51810,18745,12725.4228,13207.71,19374.5827,0.6439,4295.15,0.14,208.91,523.5475,0.02,15.98,919.22,863.98,2302.18,0.08,26498.21,26929.82,24880.37,39243.14,8298.95,347.35,986.15,52.14,1081.59,1800.88,3672.28,52601.12,44015.64
68121.46,27406,76.37,1285.31,860.31,53,16.83,0.2,13722.0151,192,0.01,5,34,41068.2,50000,1.00E+05,90120,33661,52024.02,60000,318543,126042,41988.22,48132.22,31583.08,0.32,47013.84,0.47,852.71,4474.91,0.04,30.84,3318.09,2846.97,10573.1924,0.09,99647.98,149160.16,169382.36,164425.35,120567.09,1865.05,11584.294,231.19,9090.43,8071.56,25065.47,356144.34,68121.46
10010.33,47025,75.84,715.02,132,14,9.43,0.22,2202.27,267,0.06,2,6,61618.21,71600,30000,25198,9467,74959.71,80000,88127,31797,12339.64,12857.91,24188.63,0.81,363.12,0.01,31.79,129,0.0116,10.54,109.87,494.2777,401.72,0.01,25280.75,43607.16,44574.7613,83696.3,1708.86,171.23,485.5,11,299.06,1704.4969,1850.35,90552.92,10010.33
1960.74,40033,65.2946,223.4648,30,13,2.31,0.17,333.33,177,0.08,2,3,38654.57,40000,10000,8864,3531,41652.9272,50000,19389,7556,4493.17,4370.88,7467.07,0.75,1140.07,0.11,0.44,18.96,0.0112,33.61,80.18,152.0566,274.03,0.03,7980.99,9755.28,9634.17,17076.1,1664.78,13.56,58.17,67.86,216.74,292.23,638.54,18845.15,1960.74
68887.73,76065,83.8803,1324.76,781.29,49.77,14.85,0.24,16533.06,212,0.01,3,14,92305.19,1.00E+05,30000,26221,9482.04,88154.23,90000,190203.21,65047,12948.96,13271.65,21933.73,0.73,2239.08,0.07,158.78,442.13,0.01,15.73,386.9,1044.27,3914,0.13,28121.76,100748.92,106179.83,122546.48,61309.21,827.87,7846.76,207.97,6422.05,7768.4,44050.65,221407.1,68887.73
24614.78,84045,71.8422,984.59,359,25,14.36,0.09,2215.33,287,0.02,5.2,8,87106.55,90000,1.00E+05,91865,23284,94168.32,1.00E+05,290420,108694.53,46359.36,45506.13,85141.55,0.85,495.31,0.0202,517.7,1435.6,0.01,629.78,921.17,2724.4,7735.24,0.08,92290.21,147097,143323.43,268763.55,1945.41,2245.271,13889.9427,2134.85,3694.69,7688.9,22065.04,310078.18,24614.78
23026.94,8831,83.13,852.85,277,27,10.26,0.25,5756.74,205,0.03,6,29,94963.69,1.00E+05,70000,64410,25863,114134.3,120000,280368,103422,30382.29,34028.18,54647.5966,0.68,3984.24,0.06,133.78,5575.2937,0.15,24.26,1299.84,901.77,7150.0458,0.13,64360.12,135508.3657,144384.28,196505.92,13394.91,640.95,23303.8127,63.77,3634.24,5372.72,24558.78,287837.32,23026.94
3397.76,31750,56.63,261.37,60,13,4.62,0.13,441.71,212,0.0639,1.45,2,32960.68,40000,20000,12515,4391.74,34653.08,40000,19029,7100,5721.45,6793.86,6800.38,0.34,5292.54,0.26,0.21,18.57,0.0116,1.23,260.82,257.754,912.24,0.05,12064.58,9080.12,9948.65,11416.89,7067.86,4.19,28.39,6.38,279.16,225.89,1060.45,18209.98,3397.76
13725.79,46550,72.7631,857.86,191,16,11.94,0.2,2745.16,204.49,0.04,1.55,3,58096.51,60000,20000,12186,4361,61258.98,70000,39276,13859,6000.01,6185.73,11770.41,0.59,37.32,0.0194,9.83,136.7642,0.01,13,32.06,164.14,1098.96,0.0542,12935.46,19739.25,19536.35,35301.2956,642.3274,88.2,358.84,35.4,571.37,612.98,3867.27,40638.4781,13725.79
27319.47,79300.85,69.16,620.9,395,38.6,8.98,0.16,4371.12,167,0.02,2,7,78217.57,80000,60000,57980.72,21231,79606.7187,90000,146867,53711,28348.81,28540.19,48779.63,0.81,1438.5339,0.01,933.59,2516.777,0.04,322.19,784.42,3186.71,5119.91,0.09,67374.07,73112.51,73754.75,124278.94,1699.32,2754.2,6837.45,677.2,2303.69,8316.46,18124.8896,172735.43,27319.47
85202.93,77515,90.93,1607.6,937,53,17.68,0.38,32377.11,350,0.02,1,5,67193.46,70000,20000,15453,5518,77266.22,80000,49034,17694.77,7620.99,7831.89,12095.74,0.6,1927.7,0.1,60.69,200.14,0.01,1.5,934.639,448.3559,3999.15,0.2111,19548.09,26064.51,22969.12,41011.4686,5573.04,276.94,679.2,3.64,2530.24,954.67,15052.92,53643.7868,85202.93
5693.05,37841,72.99,472.648,78,12,6.5,0.24,1366.33,214,0.02,1,2,32698.01,40700,10000,3539,1480,32505.17,40000,17108,6810.22,1760.99,1777.66,3459.22,0.35,15.73,0.0388,6.56,0.32,0.0115,4.1952,6.01,50.81,44.66,0.0155,3549.95,8748.38,8359.3,16272.22,446.56,63.06,18.93,1.04,52.22,253.66,297.39,16427.88,5693.05
2212.675,73632,28.16,16.43,7,12,0.58,0.14,231.0727,205,0.75,1.52,1,55208.18,60000,10200,1383,601,54131.68,60000,4556,1874,669.98,713.22,1329.27,0.13,4.38,0.0334,26.58,10.3025,0.0233,18.0218,0.46,15.82,129.57,0.01,1453.22,2243.12,2313.21,4312.2847,31.96,73.41,16.8,16.0504,43.79,134.28,435.75,4802.99,2212.675
4632.19,78934,80.8202,330.87,65,14,4.64,0.28,1297.01,232,0.0417,1.24,1,60582.83,70000,10000,5145,1847,58667.26,61100,9127.85,3216,2437.81,2281.3821,3351.73,0.34,1581.06,0.16,31.27,0.04,0.0238,13.0421,160.37,20.32,1970.2,0.1426,4834.3281,4315.35,4647.4,6299.72,2253.94,35.89,11.45,0.01,211.03,150.71,2762.78,9004.18,4632.19
28150.8855,6457,75.38,1121.71,372,25,14.88,0.14,3926,208,0.02,5.44,21,78702.08,80000,90000,80541,33409,73871.2321,80000,351507,143443,39180.14,41361.29,64587.09,0.72,7726.48,0.09,139.44,5002.9,0.06,20.2964,990.64,2094.88,6666.31,0.07,78801.28,168504.86,183002.42,287777.24,26832.48,702.15,15023.75,132.34,11631.79,9407.53,59072.3,351726.58,28150.8855
20219.09,80026,72.73,777.66,278,26,10.69,0.17,3437.25,160,0.04,16,38,101453.83,110000,1.00E+05,92553,35419,88629.01,90000,429090,164132,46066.87,46485.67,83504.05,0.84,609.24,0.0206,199.18,4354.85,0.04,104.0416,1189.36,2695.87,9292.88,0.09,106556.26,216160.28,228594.2637,377309.57,5503.16,2006.42,24204.5,212.98,6172.66,13680.83,59955.79,509638.7,20219.09
23792.7,11704,78.78,679.79,302,35,8.63,0.2146,6186.1,247,0.02,13,48,93471.2469,99700,240000,239385,75844,107191.1,104500,724630,225382,115719.75,123665.54,172316.08,0.72,34346,0.14,561.37,6026.33,0.03,44,15067.2875,7030.34,49027.98,0.2,244149.65,353704.54,370925.74,554565.44,68311.67,1893.81,30505.55,223.4,50275.77,18854.64,157179.53,739274.44,23792.7
33550.02,80132,79.69,1242.59,421,27,15.59,0.14,4697,172,0.02,6,20,128889.76,130000,43000,39537,12394,109652.66,110000,121970,44959.93,20575.76,18961.34,34663.76,0.87,1280.72,0.03,140.41,1088.64,0.0295,88.83,413.08,1861.66,2720.14,0.07,43130.9,61437.49,60532.23,106850.49,3360.59,643.86,3658.8,158.4896,2133.9,5118.37,10466.31,135464.05,33550.02
24946.11,32164,87.22,1918.93,286,13,22,0.28,6984.91,184,0.01,2,7,52046.18,60000,50000,45619,16724,55320.33,60000,99709,37200.51,21542.37,24076.78,36147.72,0.7146,5957.27,0.12,68.34,882.15,0.02,14,1403.11,1146.57,4795.57,0.1,52614.37,47613.07,52096.38,82506.77,10458.78,187.71,2366.68,14,2228.45,1947.07,9453.54,113985.58,24946.11
5184.5142,76054.5,85.27,433.47,61,12,5.08,0.23,1196.36,223.92,0.01,1.25,1,57910.27,60000,10000,1666,574,61082.85,70000,6519,2275,960.1673,848.69,1399.07,0.1579,158.44,0.02,22.0563,15.12,0.0227,1.15,94.4276,44.2,548.6,0.05,1873.59,3187.24,3331.76,5544.34,540.76,71.456,71.41,3.97,203.64,154.89,2102.76,7343.73,5184.5142
